time_trim_mean,total_fc_bias,time_max,input_image_channels,total_conv_kernelsizes,time_mean,batchsize,input_image_size,total_pool_paddings,total_pool_strides,total_conv_paddings,total_conv_bias,total_conv_filters,total_conv_strides,time_median,time_min,total_fc_units,total_pool_sizes,total_conv_acts,total_fc_acts,net_string
31.34658932685852,2,40.38095474243164,1,36,31.46355152130127,8,173,2,3,1,1,4,4,28.52809429168701,23.48184585571289,2064,59,0,2,"[IN(8,173,1), P(8,173,1,7,1,0), P(8,167,1,1,1,1), C(8,167,1,4,6,2,1,0,1), P(8,167,4,3,1,1), FC(8,27889,4,8,1,0), FC(8,8,1,2048,0,1), FC(8,2048,1,8,1,1), OUT(8,8,1)]"
552.6688098907471,1,554.8548698425293,1,0,552.812123298645,16,311,0,0,0,0,0,0,552.5845289230347,551.9158840179443,1024,0,0,0,"[IN(16,311,1), FC(16,96721,1,1024,0,1), OUT(16,1024,1)]"
0.6226599216461182,1,0.7560253143310547,2,16,0.6256341934204102,2,72,1,20,1,1,1,9,0.5916357040405273,0.5190372467041016,16,10,0,0,"[IN(2,72,2), P(2,72,2,3,4,1), P(2,72,2,1,2,0), C(2,36,2,1,4,3,1,0,1), FC(2,1296,1,16,0,1), OUT(2,16,1)]"
26.75136923789978,0,26.845932006835938,2,55,26.747989654541016,64,256,0,26,1,2,540,10,26.76093578338623,26.623010635375977,0,69,2,0,"[IN(64,256,2), P(64,256,2,7,3,0), P(64,84,2,2,1,0), C(64,83,2,8,3,2,0,0,0), C(64,41,8,4,1,1,0,1,0), C(64,41,4,512,6,2,1,0,1), P(64,41,512,4,4,0), C(64,10,512,16,3,1,0,1,1), OUT(64,8,16)]"
2.2420287132263184,0,2.6750564575195312,3,0,2.2754430770874023,8,271,1,16,0,0,0,0,2.225041389465332,2.1431446075439453,0,1,0,0,"[IN(8,271,3), P(8,271,3,1,4,1), OUT(8,271,3)]"
16.222745180130005,0,16.331195831298828,2,25,15.948224067687988,8,327,0,0,1,0,32,1,16.22140407562256,13.369083404541016,0,0,0,0,"[IN(8,327,2), C(8,327,2,32,5,1,1,0,0), OUT(8,327,32)]"
175.89691281318665,1,176.92112922668457,1,36,175.92895030975342,16,500,0,9,1,0,64,1,175.97603797912598,175.19307136535645,1600,16,0,1,"[IN(16,500,1), P(16,500,1,4,3,0), C(16,166,1,64,6,1,1,0,0), FC(16,27556,64,512,1,0), FC(16,512,1,64,0,0), FC(16,64,1,1024,0,1), OUT(16,1024,1)]"
185.14388799667358,0,185.84895133972168,3,0,185.17699241638184,64,235,1,4,0,0,0,0,185.10353565216064,184.769868850708,512,49,0,1,"[IN(64,235,3), P(64,235,3,7,2,1), FC(64,55225,3,512,1,0), OUT(64,512,1)]"
3.108680248260498,0,3.239870071411133,2,25,3.0968189239501953,2,471,0,0,0,0,32,9,3.1490325927734375,2.858877182006836,36,0,1,2,"[IN(2,471,2), C(2,471,2,32,5,3,0,1,0), FC(2,24336,32,32,1,0), FC(2,32,1,4,1,0), OUT(2,4,1)]"
0.7760226726531982,0,0.8490085601806641,3,0,0.7780313491821289,2,258,1,9,0,0,0,0,0.7714033126831055,0.7231235504150391,0,4,0,0,"[IN(2,258,3), P(2,258,3,2,3,1), OUT(2,258,3)]"
26.438385248184204,0,27.27508544921875,1,0,26.48782730102539,64,301,0,0,0,0,0,0,26.393532752990723,26.096105575561523,8,0,0,1,"[IN(64,301,1), FC(64,90601,1,8,1,0), OUT(64,8,1)]"
32.414376735687256,2,32.84788131713867,3,0,32.21139907836914,32,67,0,0,0,0,0,0,32.452940940856934,29.951095581054688,2113,0,0,1,"[IN(32,67,3), FC(32,4489,3,2048,0,0), FC(32,2048,1,1,1,1), FC(32,1,1,64,0,1), OUT(32,64,1)]"
5.526065826416016,0,7.086992263793945,1,16,5.445051193237305,8,178,0,0,0,0,512,16,5.648136138916016,3.1549930572509766,17,0,1,0,"[IN(8,178,1), C(8,178,1,512,4,4,0,1,0), FC(8,1936,512,16,0,0), FC(8,16,1,1,0,0), OUT(8,1,1)]"
42.444854974746704,0,45.443058013916016,1,25,42.62259006500244,4,493,0,0,1,0,640,10,42.30344295501709,41.224002838134766,0,0,0,0,"[IN(4,493,1), C(4,493,1,128,4,1,1,0,0), C(4,493,128,512,3,3,0,0,0), OUT(4,164,512)]"
